"","freq","word","length"
"2255",3,"dmage",5
"2256",3,"ormoth",6
"2257",3,"mrace",5
"2258",3,"dmeduc",6
"2259",3,"dmar",4
"2260",4,"adequacy",8
"2261",2,"nlbnl",5
"2262",2,"dlivord",7
"2263",2,"dtotord",7
"2264",2,"totord",6
"2265",3,"monpre",6
"2266",3,"nprevist",8
"2267",2,"disllb",6
"2268",3,"isllb",5
"2269",3,"dfage",5
"2270",3,"orfath",6
"2271",3,"dfeduc",6
"2272",3,"birmon",6
"2273",3,"weekday",7
"2274",3,"dgestat",7
"2275",3,"csex",4
"2276",3,"dbrwt",5
"2277",3,"dplural",7
"2278",3,"omaps",5
"2279",3,"fmaps",5
"2280",3,"clingest",8
"2281",3,"delmeth",7
"2282",4,"anemia",6
"2283",4,"cardiac",7
"2284",4,"lung",4
"2285",4,"diabetes",8
"2286",3,"chyper",6
"2287",3,"phyper",6
"2288",4,"preterm",7
"2289",1,"“causal”",8
"2290",19,"pregnancy",9
"2291",8,"let’s",5
"2292",1,"techniques",10
"2293",1,"familiar",8
"2294",3,"apgar",5
"2295",3,"minute",6
"2296",1,"versions",8
"2297",3,"ttest",5
"2298",10,"grams",5
"2299",4,"circumstances",13
"2300",4,"unadjusted",10
"2301",5,"infants",7
"2302",2,"nonsmoking",10
"2303",4,"mothers",7
"2304",1,"validity",8
"2305",1,"useful",6
"2306",1,"“table",6
"2307",2,"paper",5
"2308",2,"describes",9
"2309",1,"subsets",7
"2310",1,"child’s",7
"2311",4,"smoke",5
"2312",3,"infant’s",8
"2313",1,"domly",5
"2314",3,"page",4
"2315",3,"smoked",6
"2316",2,"started",7
"2317",3,"prenatal",8
"2318",4,"care",4
"2319",3,"week",4
"2320",1,"consumed",8
"2321",1,"drinks",6
"2322",30,"years",5
"2323",1,"younger",7
"2324",2,"mother’s",8
"2325",2,"suggest",7
"2326",1,"“predeter",9
"2327",1,"mined”",6
"2328",2,"determinants",12
"2329",4,"discuss",7
"2330",2,"kinds",5
"2331",1,"measured",8
"2332",1,"ordernumber",11
"2333",2,"births",6
"2334",1,"nlbnldlivordtotord",18
"2335",14,"mother",6
"2336",4,"father",6
"2337",2,"hispanic",8
"2338",2,"orgin",5
"2339",1,"marital",7
"2340",1,"county",6
"2341",1,"occurrence",10
"2342",2,"hypertension",12
"2343",3,"month",5
"2344",1,"began",5
"2345",1,"agpar",5
"2346",1,"visits",6
"2347",1,"acute",5
"2348",2,"chronic",7
"2349",2,"disease",7
"2350",1,"genital",7
"2351",1,"develops",8
"2352",1,"gestation",9
"2353",13,"method",6
"2354",1,"delivery",8
"2355",1,"attendant",9
"2356",1,"residency",9
"2357",3,"chose",5
"2358",3,"clear",5
"2359",2,"“selection",10
"2360",2,"observables”",12
"2361",4,"observables",11
"2362",1,"basic",5
"2363",2,"gression",8
"2364",2,"tstat",5
"2365",1,"approach",8
"2366",1,"causal",6
"2367",1,"smok",4
"2368",1,"reduce",6
"2369",2,"dimensionality",14
"2370",2,"multivariate",12
"2371",4,"conditioning",12
"2372",1,"greatly",7
"2373",6,"gives",5
"2374",3,"scalar",6
"2375",1,"purposes",8
"2376",8,"logit",5
"2377",6,"specify",7
"2378",2,"“predetermined”",15
"2379",1,"interactions",12
"2380",1,"enter",5
"2381",3,"significantly",13
"2382",1,"categorical",11
"2383",1,"judgment",8
"2384",1,"“enter",6
"2385",1,"specification”",14
"2386",1,"comparable",10
"2387",1,"“correct”",9
"2388",6,"created",7
"2389",9,"observing",9
"2390",1,"coeffi",6
"2391",1,"cients",6
"2392",1,"father’s",8
"2393",5,"removed",7
"2394",1,"”correct”",9
"2395",1,"insignif",8
"2396",1,"icant",5
"2397",2,"dropped",7
"2398",1,"”selection",10
"2399",1,"unobservables”",14
"2400",5,"unobserved",10
"2401",3,"weighting",9
"2402",1,"reweight",8
"2403",3,"smokers",7
"2404",1,"“effect",7
"2405",1,"treated”",8
"2406",1,"appro",5
"2407",1,"priate",6
"2408",5,"blocking",8
"2409",3,"informative",11
"2410",1,"“nonparametric”",15
"2411",2,"separately",10
"2412",2,"nonsmokers",10
"2413",1,"spaced",6
"2414",2,"relate",6
"2415",1,"ranged",6
"2416",1,"nonsmoker",9
"2417",1,"smoker",6
"2418",1,"t^bm",4
"2419",1,"tioning",7
"2420",1,"undesirable",11
"2421",1,"prise",5
"2422",2,"deaths",6
"2423",1,"redo",4
"2424",4,"indicator",9
"2425",2,"interest",8
"2426",1,"fashion",7
"2427",1,"coherently",10
"2428",1,"credibly",8
"2429",2,"upwards",7
"2430",1,"variety",7
"2431",4,"esti",4
"2432",2,"mated",5
"2433",3,"whose",5
"2434",1,"pregnant",8
"2435",1,"rely",4
"2436",1,"haven’t",7
"2437",1,"accounted",9
"2438",1,"relies",6
"2439",1,"fewest",6
"2440",21,"bootstrapped",12
"2441",4,"empirics",8
"2442",3,"“simulateddta”",14
"2443",4,"simulated",9
"2444",2,"consecutive",11
"2445",2,"usually",7
"2446",2,"ßtreati",7
"2447",11,"weak",4
"2448",5,"asymptotically",14
"2449",1,"“regress”",9
"2450",3,"”regress”",9
"2451",3,"”cluster”",9
"2452",3,"treati",6
"2453",1,"correla",7
"2454",2,"normally",8
"2455",1,"knew",4
"2456",1,"“sim",4
"2457",1,"ulateddta”",10
"2458",1,"reality",7
"2459",1,"datasets",8
"2460",1,"stead",5
"2461",3,"ignore",6
"2462",7,"clustering",10
"2463",1,"clus",4
"2464",1,"tering",6
"2465",1,"“bsample”",9
"2466",2,"call",4
"2467",4,"formulate",9
"2468",1,"simplest",8
"2469",2,"”bsample”",9
"2470",2,"observa",7
"2471",4,"tions",5
"2472",1,"allowing",8
"2473",1,"fairly",6
"2474",1,"“enough”",8
"2475",1,"accurate",8
"2476",2,"boxplot",7
"2477",1,"bootstrapping",13
"2478",1,"“graph",6
"2479",1,"box”",4
"2480",1,"distri",6
"2481",1,"bution",6
"2482",1,"boxplots",8
"2483",1,"bootstrap",9
"2484",3,"outliers",8
"2485",1,"wooldridge",10
"2486",3,"estimators",10
"2487",3,"yit-",4
"2488",1,"ait-",4
"2489",7,"xit-",4
"2490",1,"cit-",4
"2491",3,"uit-",4
"2492",1,"corrections",11
"2493",1,"expressions",11
"2494",1,"camerontrivedi",14
"2495",1,"enhanced",8
"2496",1,"twoway",6
"2497",1,"component",9
"2498",2,"obtained",8
"2499",1,"oneway",6
"2500",3,"transformations",15
"2501",1,"trans",5
"2502",1,"formation",9
"2503",7,"balanced",8
"2504",1,"partialed",9
"2505",1,"willponly",9
"2506",1,"indi",4
"2507",1,"vidual",6
"2508",2,"impose",6
"2509",8,"transform",9
"2510",7,"subtracting",11
"2511",2,"periods",7
"2512",1,"unimportant",11
"2513",1,"explanation",11
"2514",1,"groupspa",8
"2515",3,"unbalanced",10
"2516",1,"-y¯t",4
"2517",1,"-x¯t",4
"2518",1,"-<U+03BB>¯t",4
"2519",1,"goal",4
"2520",15,"belt",4
"2521",6,"laws",4
"2522",12,"traffic",7
"2523",25,"fatalities",10
"2524",25,"capita",6
"2525",1,"safety",6
"2526",1,"proportional",12
"2527",5,"bivariate",9
"2528",3,"trend",5
"2529",1,"appropriate",11
"2530",24,"seatbelt",8
"2531",1,"indica",6
"2532",1,"captia",6
"2533",1,"perhaps",7
"2534",1,"safe",4
"2535",1,"drive",5
"2536",2,"seemed",6
"2537",1,"classified",10
"2538",1,"”bad",4
"2539",1,"control”",8
"2540",1,"covari",6
"2541",1,"ates",4
"2542",2,"possibly",8
"2543",1,"”secondary",10
"2544",1,"law”",4
"2545",1,"anyway",6
"2546",6,"secondary",9
"2547",2,"causes",6
"2548",13,"seat",4
"2549",7,"beer",4
"2550",16,"college",7
"2551",8,"grads",5
"2552",8,"unemployment",12
"2553",7,"vehicle",7
"2554",7,"miles",5
"2555",7,"traveled",8
"2556",6,"precipitation",13
"2557",12,"inches",6
"2558",6,"snow",4
"2559",5,"rural",5
"2560",10,"interstate",10
"2561",11,"speed",5
"2562",5,"urban",5
"2563",2,"issues",6
"2564",21,"moment",6
"2565",1,"huberwhite",10
"2566",1,"robust”",7
"2567",1,"withinstate",11
"2568",1,"“clusterstate”",14
"2569",1,"“canned”",8
"2570",1,"formulas",8
"2571",3,"surprised",9
"2572",1,"predicts",8
"2573",2,"allows",6
"2574",3,"intrastate",10
"2575",1,"little",6
"2576",1,"snowfall",8
"2577",1,"exciting",8
"2578",4,"cluster",7
"2579",2,"enforce",7
"2580",1,"collapsed",9
"2581",2,"worry",5
"2582",1,"advantages",10
"2583",3,"disadvantages",13
"2584",1,"eest",4
"2585",1,"disadvantage",12
"2586",1,"wrong",5
"2587",1,"falsely",7
"2588",1,"stantially",10
"2589",1,"homoskedas",10
"2590",1,"plausible",9
"2591",2,"mates",5
"2592",1,"sensitive",9
"2593",3,"scalars",7
"2594",2,"remainder",9
"2595",1,"calculations",12
"2596",1,"loglikelihood",13
"2597",3,"loga",4
"2598",3,"logxi",5
"2599",4,"analog",6
"2600",2,"achieves",8
"2601",5,"cramer",6
"2602",2,"vara^m",6
"2603",4,"logf",4
"2604",2,"fischer",7
"2605",3,"moments",7
"2606",2,"<U+03B8>^gm",4
"2607",1,"<U+03B8>^<U+03C8>z",4
"2608",2,"distributions",13
"2609",1,"gradients",9
"2610",1,"pijeij",6
"2611",8,"-eij",4
"2612",8,"-xij",4
"2613",17,"choosing",8
"2614",6,"e-eij",5
"2615",5,"deij",4
"2616",3,"bring",5
"2617",1,"simplfy",7
"2618",1,"-e-eij",6
"2619",3,"exij",4
"2620",2,"e-xij",5
"2621",2,"ßxim",4
"2622",3,"irrelevant",10
"2623",3,"<U+F8F6>yij",4
"2624",1,"maker’s",7
"2625",1,"makers’",7
"2626",3,"exim",4
"2627",1,"‘solve’",7
"2628",1,"”independence",13
"2629",1,"alternatives”",13
"2630",1,"classic",7
"2631",1,"blue",4
"2632",3,"colleague",9
"2633",1,"street",6
"2634",5,"coffee",6
"2635",1,"suggestion",10
"2636",1,"cocaine",7
"2637",1,"mind",4
"2638",1,"options",7
"2639",1,"durations",9
"2640",1,"spells",6
"2641",1,"explanatory",11
"2642",2,"twostep",7
"2643",1,"minimizing",10
"2644",2,"ß^init",6
"2645",2,"ß^ogm",5
"2646",1,"ßogm",4
"2647",2,"ß^gm",4
"2648",1,"ß^<U+03C8>z",4
"2649",4,"-expßxi",7
"2650",5,"expßxi",6
"2651",1,"<U+03BB>e-<U+03BB>yi",6
"2652",1,"var<U+03BB>^m",6
"2653",1,"vß^m",4
"2654",10,"<U+03B8>^gmm",5
"2655",3,"var<U+03B8>^gmm",8
"2656",3,"vary¯",5
"2657",2,"varx¯",5
"2658",2,"varyi",5
"2659",1,"cx¯<U+03B8>",4
"2660",20,"synthetic",9
"2661",2,"abadie",6
"2662",2,"”treatment”",11
"2663",1,"”tu”",4
"2664",1,"combines",8
"2665",2,"please",6
"2666",9,"preperiod",9
"2667",1,"visiually",9
"2668",1,"distinguish",11
"2669",2,"post",4
"2670",1,"quickly",7
"2671",1,"suggests",8
"2672",1,"comprise",8
"2673",1,"simple",6
"2674",2,"posttreatment",13
"2675",1,"trends",6
"2676",1,"parallel",8
"2677",1,"caption",7
"2678",2,"state’s",7
"2679",2,"counterfactual",14
"2680",2,"graphed",7
"2681",5,"nevada",6
"2682",7,"pretreatment",12
"2683",1,"ethanol",7
"2684",2,"thousands",9
"2685",1,"struct",6
"2686",2,"drawbacks",9
"2687",1,"accounts",8
"2688",1,"counfounding",12
"2689",1,"natural",7
"2690",1,"biggest",7
"2691",1,"inference",9
"2692",2,"difficult",9
"2693",1,"performs",8
"2694",2,"preprogrammed",13
"2695",1,"ferred",6
"2696",2,"distance",8
"2697",1,"capitajt",8
"2698",4,"indexes",7
"2699",1,"donor",5
"2700",1,"pool",4
"2701",2,"tried",5
"2702",1,"constructing",12
"2703",5,"rmse",4
"2704",3,"graphs",6
"2705",1,"preceding",9
"2706",1,"graphical",9
"2707",1,"significance",12
"2708",1,"generate",8
"2709",1,"”placebo”",9
"2710",3,"placebo",7
"2711",1,"certainly",9
"2712",1,"outlier",7
"2713",1,"rors",4
"2714",1,"eventually",10
"2715",2,"adopted",7
"2716",1,"adopting",8
"2717",1,"notes",5
"2718",1,"tinues",6
"2719",1,"projection",10
"2720",1,"tiplied",7
"2721",2,"guarantee",9
"2722",2,"passes",6
"2723",1,"thatpn",6
"2724",4,"heteroskedastic",15
"2725",1,"homoskedastic",13
"2726",1,"emee",4
"2727",1,"nonconstant",11
"2728",3,"diagonal",8
"2729",6,"frischwaughlovell",17
"2730",1,"yields",6
"2731",5,"partitioning",12
"2732",6,"columns",7
"2733",1,"disturbances",12
"2734",1,"”residual",9
"2735",1,"maker”",6
"2736",3,"regressed",9
"2737",3,"rows",4
"2738",2,"replaced",8
"2739",1,"established",11
"2740",1,"premultiplying",14
"2741",1,"recover",7
"2742",1,"groupspecific",13
"2743",1,"intercepts",10
"2744",2,"come",4
"2745",2,"adcc",4
"2746",2,"tinc",4
"2747",6,"agesq",5
"2748",1,"exception",9
"2749",11,"grade",5
"2750",3,"completed",9
"2751",1,"unwilling",9
"2752",1,"stant",5
"2753",3,"p—t—",4
"2754",5,"conf",4
"2755",2,"source",6
"2756",2,"residual",8
"2757",5,"prob",4
"2758",1,"thrown",6
"2759",1,"earns",5
"2760",5,"rsquare",7
"2761",2,"reported",8
"2762",1,"retrieve",8
"2763",1,"puter",5
"2764",2,"rounding",8
"2765",8,"yhat",4
"2766",2,"predictions",11
"2767",2,"summarized",10
"2768",2,"sums",4
"2769",1,"essentially",11
"2770",2,"dicted",6
"2771",1,"reestimate",10
"2772",1,"omitting",8
"2773",1,"quite",5
"2774",2,"sense",5
"2775",1,"homework",8
"2776",2,"construction",12
"2777",2,"notation",8
"2778",1,"base",4
"2779",1,"criterion",9
"2780",1,"vmx-",4
"2781",1,"chisquare",9
"2782",2,"<U+03C7>n-k",4
"2783",5,"computed",8
"2784",6,"restricted",10
"2785",1,"miny",4
"2786",1,"convenient",10
"2787",2,"unknowns",8
"2788",2,"equa",4
"2789",1,"nonsingular",11
"2790",1,"partitioned",11
"2791",1,"cancels",7
"2792",4,"distribute",10
"2793",2,"conditionally",13
"2794",1,"pull",4
"2795",1,"rvbx",4
"2796",1,"front",5
"2797",1,"x”x-",4
"2798",5,"semidefinite",12
"2799",1,"posi",4
"2800",2,"answers",7
"2801",2,"imposing",8
"2802",1,"drawback",8
"2803",13,"prediction",10
"2804",1,"attaches",8
"2805",4,"uncertainty",11
"2806",7,"carry",5
"2807",2,"retain",6
"2808",1,"stan",4
"2809",1,"dard",4
"2810",1,"regressing",10
"2811",1,"onto",4
"2812",1,"explaining",10
"2813",3,"purging",7
"2814",1,"tained",6
"2815",1,"print",5
"2816",2,"inversion",9
"2817",2,"commands",8
"2818",1,"hypotheses",10
"2819",4,"beduc",5
"2820",2,"confidently",11
"2821",2,"bage",4
"2822",1,"bagesq",6
"2823",2,"computing",9
"2824",1,"calculator",10
"2825",2,"testparm",8
"2826",1,"regressionj",11
"2827",1,"regressionn",11
"2828",1,"fdistribution",13
"2829",3,"thing",5
"2830",1,"“missing",8
"2831",2,"xn-n",4
"2832",2,"pn-n",4
"2833",1,"differs",7
"2834",1,"filled",6
"2835",1,"yield",5
"2836",1,"ny¯*",4
"2837",1,"demean",6
"2838",4,"x~*i",4
"2839",1,"typing",6
"2840",1,"tilde",5
"2841",3,"remember",8
"2842",1,"examples",8
"2843",1,"situations",10
"2844",1,"ferent",6
"2845",1,"ßxij",4
"2846",1,"gaussmarkov",11
"2847",1,"euij",4
"2848",1,"vuij",4
"2849",1,"vß^x¯",5
"2850",1,"u¯u¯",4
"2851",1,"x¯x¯",4
"2852",1,"eu¯u¯",5
"2853",1,"x¯x¯x¯",6
"2854",2,"<U+2126>x¯x¯",5
"2855",2,"groupeddata",11
"2856",3,"microdata",9
"2857",1,"variances",9
"2858",2,"taken",5
"2859",1,"summations",10
"2860",2,"cauchyschwarz",13
"2861",1,"unequal",7
"2862",2,"micro",5
"2863",1,"notwithstanding",15
"2864",1,"counterpart",11
"2865",3,"grouped",7
"2866",1,"giving",6
"2867",1,"survey",6
"2868",1,"coded",5
"2869",3,"edatt",5
"2870",14,"schooling",9
"2871",2,"bachelor’s",10
"2872",6,"edatti",6
"2873",1,"zeromean",8
"2874",1,"require",7
"2875",6,"unconstrained",13
"2876",1,"ppdatadta",9
"2877",2,"year’s",6
"2878",1,"discrete",8
"2879",1,"thresholds",10
"2880",1,"tstatistic",10
"2881",7,"adjusted",8
"2882",1,"graduation",10
"2883",2,"gradei",6
"2884",2,"collegei",8
"2885",2,"agei",4
"2886",2,"raceethnicity",13
"2887",2,"dummies",7
"2888",2,"belong",6
"2889",1,"asian",5
"2890",1,"ethnicity",9
"2891",3,"infer",5
"2892",1,"theses",6
"2893",1,"inferences",10
"2894",1,"collegehighschoolageage",23
"2895",1,"signs",5
"2896",1,"referring",9
"2897",1,"informal",8
"2898",1,"eroskedasticity",15
"2899",1,"formal",6
"2900",2,"formally",8
"2901",6,"century",7
"2902",16,"move",4
"2903",10,"disney",6
"2904",1,"return",6
"2905",1,"juries",6
"2906",1,"twoperson",9
"2907",1,"jury",4
"2908",1,"unanimity",9
"2909",6,"juror",5
"2910",5,"votes",5
"2911",5,"convict",7
"2912",12,"signal",6
"2913",3,"letting",7
"2914",16,"actions",7
"2915",1,"acquit",6
"2916",5,"signals",7
"2917",19,"observes",8
"2918",7,"described",9
"2919",1,"adheres",7
"2920",5,"convictsi",9
"2921",5,"acquitsi",8
"2922",3,"”convict”",9
"2923",2,"”acquit”",8
"2924",1,"pß-z",4
"2925",2,"simultaneously",14
"2926",1,"attempt",7
"2927",1,"access",6
"2928",2,"network",7
"2929",4,"requested",9
"2930",1,"requests",8
"2931",1,"dently",6
"2932",2,"assigns",7
"2933",7,"knows",5
"2934",6,"bayes",5
"2935",1,"quadruple",9
"2936",1,"p<U+03C9>ti",4
"2937",1,"indivisible",11
"2938",1,"transaction",11
"2939",1,"exogenously",11
"2940",1,"influence",9
"2941",1,"‘sell’",6
"2942",1,"sell’",5
"2943",1,"‘buy’",5
"2944",1,"buy’",4
"2945",1,"decisions",9
"2946",1,"<U+2208>sell",5
"2947",1,"<U+2208>buy",4
"2948",1,"qualityq",8
"2949",4,"believes",8
"2950",2,"buyer’s",7
"2951",1,"products",8
"2952",14,"action",6
"2953",2,"buy”",4
"2954",3,"”buy”",5
"2955",6,"pseller",7
"2956",1,"eqseller",8
"2957",1,"purchases",9
"2958",1,"sale",4
"2959",5,"mutually",8
"2960",5,"beneficial",10
"2961",1,"anytime",7
"2962",13,"grab",4
"2963",6,"dollar",6
"2964",1,"grabs",5
"2965",4,"pure",4
"2966",14,"”grab”",6
"2967",7,"”don’t",6
"2968",7,"grab”",5
"2969",1,"perturbation",12
"2970",10,"plays",5
"2971",1,"roots",5
"2972",1,"purestrategy",12
"2973",1,"mixedstrategy",13
"2974",1,"belonging",9
"2975",2,"converge",8
"2976",1,"proba",5
"2977",1,"newly",5
"2978",1,"minted",6
"2979",1,"tenuretrack",11
"2980",13,"assistant",9
"2981",13,"professor",9
"2982",3,"highability",11
"2983",2,"lowability",10
"2984",18,"department",10
"2985",10,"chair",5
"2986",1,"hires",5
"2987",2,"effectively",11
"2988",4,"papers",6
"2989",3,"publish",7
"2990",1,"pretenure",9
"2991",1,"published",9
"2992",1,"decides",7
"2993",5,"grant",5
"2994",19,"tenure",6
"2995",1,"grants",6
"2996",3,"professor’s",11
"2997",1,"tenured",7
"2998",3,"exerting",8
"2999",35,"effort",6
"3000",7,"chair’s",7
"3001",2,"tenures",7
"3002",1,"denies",6
"3003",2,"exerts",6
"3004",1,"thinking",8
"3005",12,"pooling",7
"3006",4,"defining",8
"3007",17,"assessment",10
"3008",16,"strategies",10
"3009",1,"“pooling”",9
"3010",8,"profile",7
"3011",18,"sequential",10
"3012",8,"granting",8
"3013",5,"requires",8
"3014",1,"tenture",7
"3015",2,"µrap",4
"3016",2,"fully",5
"3017",1,"sees",4
"3018",5,"deviating",9
"3019",2,"µrah",4
"3020",2,"responses",9
"3021",14,"sequentially",12
"3022",1,"assis",5
"3023",1,"tant",4
"3024",5,"terminal",8
"3025",2,"histories",9
"3026",7,"ready",5
"3027",5,"history",7
"3028",3,"challenger",10
"3029",1,"preadys",7
"3030",1,"preadyw",7
"3031",1,"pready",6
"3032",2,"nready",6
"3033",1,"psready",7
"3034",7,"”ready”",7
"3035",8,"”unready”",9
"3036",3,"fixing",6
"3037",1,"-p-p",4
"3038",3,"yfyf-y-yaa",10
"3039",3,"ensure",6
"3040",1,"assessments",11
"3041",7,"offspring",9
"3042",9,"hungry",6
"3043",3,"psquawkh",8
"3044",3,"psquawkn",8
"3045",3,"pgivesquawk",11
"3046",3,"pgivequiet",10
"3047",3,"phsquawk",8
"3048",3,"phquiet",7
"3049",4,"squawks",7
"3050",3,"parent",6
"3051",6,"offspring’s",11
"3052",7,"parent’s",8
"3053",7,"”give”",6
"3054",9,"”squawk”",8
"3055",5,"”keep”",6
"3056",2,"keepsquawk",10
"3057",2,"r-t-µ",5
"3058",2,"givesquawk",10
"3059",13,"”quiet”",7
"3060",2,"keepquiet",9
"3061",2,"givequiet",9
"3062",4,"hunger",6
"3063",2,"squawkh",7
"3064",2,"quieth",6
"3065",2,"quietn",6
"3066",2,"squawkn",7
"3067",1,"obtaining",9
"3068",1,"quiet",5
"3069",1,"exceeds",7
"3070",1,"profiles",8
"3071",15,"defendant",9
"3072",3,"wins",4
"3073",1,"loses",5
"3074",13,"plaintiff",9
"3075",4,"settle",6
"3076",4,"explore",7
"3077",3,"deviates",8
"3078",2,"court",5
"3079",12,"settlement",10
"3080",4,"strat",5
"3081",4,"rejecting",9
"3082",3,"path",4
"3083",1,"deviations",10
"3084",5,"mixes",5
"3085",1,"rejects",7
"3086",1,"mixing",6
"3087",8,"cheap",5
"3088",8,"talk",4
"3089",1,"formly",6
"3090",16,"sender",6
"3091",3,"sends",5
"3092",2,"transmitted",11
"3093",2,"partition",9
"3094",3,"sender’s",8
"3095",7,"receiver",8
"3096",2,"argmaxy",7
"3097",2,"midpoint",8
"3098",1,"learning",8
"3099",1,"realization",11
"3100",1,"somehow",7
"3101",1,"”tie",4
"3102",1,"hands”",6
"3103",2,"outset",6
"3104",2,"commit",6
"3105",1,"hands",5
"3106",4,"cheaptalk",9
"3107",2,"informative”",12
"3108",2,"played",6
"3109",1,"commits",7
"3110",1,"delegate",8
"3111",1,"equilibrium”",12
"3112",2,"conjecture",10
"3113",7,"receiver’s",10
"3114",1,"supported",9
"3115",1,"involve",7
"3116",1,"summarizes",10
"3117",2,"limited",7
"3118",1,"riskneutral",11
"3119",18,"principal",9
"3120",1,"hire",4
"3121",1,"search",6
"3122",4,"innovation",10
"3123",1,"“takeleave”",11
"3124",5,"agent’s",7
"3125",1,"normalized",10
"3126",2,"outside",7
"3127",14,"principal’s",11
"3128",6,"firstbest",9
"3129",8,"contract",8
"3130",4,"implements",10
"3131",1,"concern",7
"3132",2,"compensation",12
"3133",8,"induce",6
"3134",3,"<U+03BB>lnw",4
"3135",4,"nonzero",7
"3136",5,"wa*h",4
"3137",3,"lnwa*h",6
"3138",5,"wa*l",4
"3139",3,"lnwa*l",6
"3140",4,"cheapest",8
"3141",1,"satis",5
"3142",1,"fied",4
"3143",2,"lnech",5
"3144",1,"amenable",8
"3145",1,"ficiency",8
"3146",1,"supp",4
"3147",1,"redefine",8
"3148",1,"awarded",7
"3149",4,"elnw",4
"3150",1,"x¯-elnw",7
"3151",1,"-elnw",5
"3152",1,"µlnw",4
"3153",2,"-lnw",4
"3154",2,"<U+2202>lnw",4
"3155",3,"e-ch",4
"3156",3,"implementing",12
"3157",1,"e-ln",4
"3158",3,"success",7
"3159",1,"projects",8
"3160",1,"succeeds",8
"3161",1,"executed",8
"3162",1,"contingent",10
"3163",4,"successful",10
"3164",1,"risknuetral",11
"3165",3,"place",5
"3166",1,"told",4
"3167",1,"restrict",8
"3168",1,"explicit",8
"3169",1,"harder",6
"3170",1,"incentivize",11
"3171",2,"accuracy",8
"3172",1,"increas",7
"3173",2,"reached",7
"3174",1,"reliable",8
"3175",1,"applies",7
"3176",1,"giant",5
"3177",10,"lizard",6
"3178",1,"living",6
"3179",1,"florida",7
"3180",1,"family’s",8
"3181",3,"read",4
"3182",1,"wwwwashingtonpostcomsciencefloridafamilyterrorizedbackyardsquatter",66
"3183",1,"giantlizardlookslikesomethingjurassicpark",41
"3184",1,"attempts",8
"3185",1,"catch",5
"3186",1,"succeeded",9
"3187",4,"article",7
"3188",1,"highlights",10
"3189",6,"trapper",7
"3190",1,"mike",4
"3191",1,"kimmel",6
"3192",3,"trap",4
"3193",1,"traps",5
"3194",6,"north",5
"3195",6,"south",5
"3196",6,"east",4
"3197",6,"west",4
"3198",1,"escapes",7
"3199",1,"catches",7
"3200",3,"summer",6
"3201",11,"release",7
"3202",3,"dates",5
"3203",2,"april",5
"3204",3,"june",4
"3205",2,"movies",6
"3206",2,"solo",4
"3207",2,"deadpool",8
"3208",1,"extensive",9
"3209",1,"battle",6
"3210",1,"opening",7
"3211",1,"weekends",8
"3212",1,"wwwforbescomsitesscottmendelsonavengersditchesmay",49
"3213",1,"winsdeadpoolvssoloboxofficeshowdown",35
"3214",1,"released",8
"3215",1,"anticipated",11
"3216",1,"blockbuster",11
"3217",1,"film",4
"3218",1,"coveted",7
"3219",1,"movie",5
"3220",3,"studio",6
"3221",1,"compete",7
"3222",1,"attention",9
"3223",1,"announced",9
"3224",1,"fear",4
"3225",2,"backlash",8
"3226",1,"owned",5
"3227",1,"avoid",5
"3228",1,"cannibalizing",13
"3229",1,"sales",5
"3230",1,"subgame",7
"3231",1,"movestay",8
"3232",1,"movemove",8
"3233",1,"realistic",9
"3234",18,"election",8
"3235",2,"analyzing",9
"3236",9,"wisconsin",9
"3237",14,"scott",5
"3238",17,"walker",6
"3239",5,"governor",8
"3240",8,"voters",6
"3241",1,"initiate",8
"3242",3,"official",8
"3243",5,"office",6
"3244",2,"signatures",10
"3245",1,"petition",8
"3246",1,"cast",4
"3247",2,"recent",6
"3248",1,"gubernatorial",13
"3249",1,"proponents",10
"3250",1,"collect",7
"3251",1,"triggers",8
"3252",1,"forced",6
"3253",7,"candidates",10
"3254",1,"main",4
"3255",1,"republican",10
"3256",1,"incumbent",9
"3257",10,"barrett",7
"3258",1,"democratic",10
"3259",1,"voted",5
"3260",1,"beat",4
"3261",2,"elections",9
"3262",1,"survived",8
"3263",1,"revolves",8
"3264",1,"sector",6
"3265",5,"union",5
"3266",10,"rights",6
"3267",1,"controversy",11
"3268",4,"walker’s",8
"3269",6,"efforts",7
"3270",5,"collective",10
"3271",5,"bargaining",10
"3272",2,"employees",9
"3273",1,"caused",6
"3274",1,"dimensional",11
"3275",2,"rights”",7
"3276",1,"”full",5
"3277",1,"restraints",10
"3278",7,"unions",6
"3279",1,"preserved",9
"3280",2,"interview",9
"3281",2,"separate",8
"3282",1,"pensions",8
"3283",1,"leaders",7
"3284",1,"agreed",6
"3285",1,"coming",6
"3286",2,"attack",6
"3287",1,"workers’",8
"3288",1,"spark",5
"3289",1,"unrest",6
"3290",1,"wisconsin”",10
"3291",1,"conversation",12
"3292",1,"supporter",9
"3293",1,"stated",6
"3294",1,"dealing",7
"3295",1,"employee",8
"3296",1,"conquering",10
"3297",2,"becoming",8
"3298",2,"polls",5
"3299",2,"viewed",6
"3300",1,"favorable",9
"3301",1,"unfavorably",11
"3302",8,"voter",5
"3303",8,"campaign",8
"3304",1,"initiated",9
"3305",1,"plans",5
"3306",1,"closer",6
"3307",1,"weeks",5
"3308",1,"refused",7
"3309",1,"views",5
"3310",2,"regarding",9
"3311",1,"legislation",11
